center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_11_279.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_11_279.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_11_279.jpg,-0.05263158,1.0,0.0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_07_044.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_07_044.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_07_044.jpg,-0.112782,1.0,0.0,30.18982
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_56_971.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_56_971.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_56_971.jpg,-0.08646616,1.0,0.0,30.19038
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_38_569.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_38_569.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_38_569.jpg,-0.1917293,1.0,0.0,30.18951
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_31_793.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_31_793.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_31_793.jpg,0.2030075,1.0,0.0,30.18952
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_01_379.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_01_379.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_01_379.jpg,0.05263158,1.0,0.0,30.18975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_04_756.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_04_756.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_04_756.jpg,-0.4360902,1.0,0.0,30.18037
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_22_510.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_22_510.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_22_510.jpg,0.09398497,1.0,0.0,30.18965
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_20_542.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_20_542.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_20_542.jpg,0.05263158,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_50_684.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_50_684.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_50_684.jpg,0.08270676,1.0,0.0,30.19004
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_30_163.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_30_163.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_30_163.jpg,-0.003759398,1.0,0.0,30.19052
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_48_517.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_48_517.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_48_517.jpg,-0.01503759,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_17_518.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_17_518.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_17_518.jpg,0.01879699,1.0,0.0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_06_547.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_06_547.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_06_547.jpg,0.1503759,1.0,0.0,30.18924
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_38_073.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_38_073.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_38_073.jpg,-0.1691729,1.0,0.0,30.18957
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_15_850.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_15_850.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_15_850.jpg,-0.02255639,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_26_411.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_26_411.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_26_411.jpg,0.1052632,1.0,0.0,30.18967
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_03_481.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_03_481.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_03_481.jpg,-0.05263158,1.0,0.0,30.18993
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_58_764.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_58_764.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_58_764.jpg,-0.02255639,1.0,0.0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_17_508.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_17_508.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_17_508.jpg,-0.2744361,1.0,0.0,30.18847
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_00_726.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_00_726.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_00_726.jpg,0.03007519,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_26_342.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_26_342.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_26_342.jpg,0.1052632,1.0,0.0,30.18983
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_53_760.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_53_760.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_53_760.jpg,-0.3195489,1.0,0.0,30.17979
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_16_935.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_16_935.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_16_935.jpg,-0.2180451,1.0,0.0,30.18752
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_28_303.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_28_303.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_28_303.jpg,0.2142857,1.0,0.0,30.1893
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_37_569.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_37_569.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_37_569.jpg,-0.1578947,1.0,0.0,30.18957
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_30_850.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_30_850.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_30_850.jpg,-0.1992481,1.0,0.0,30.18953
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_36_032.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_36_032.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_36_032.jpg,0.03383459,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_43_691.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_43_691.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_43_691.jpg,-0.07142857,1.0,0.0,30.19042
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_14_620.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_14_620.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_14_620.jpg,0.1954887,1.0,0.0,30.18801
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_02_057.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_02_057.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_02_057.jpg,0.06015037,1.0,0.0,30.19086
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_09_195.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_09_195.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_09_195.jpg,0.03007519,1.0,0.0,30.19017
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_04_327.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_04_327.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_04_327.jpg,0.2180451,1.0,0.0,30.189
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_28_144.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_28_144.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_28_144.jpg,0.08646616,1.0,0.0,30.19141
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_58_471.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_58_471.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_58_471.jpg,0.03007519,1.0,0.0,30.1901
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_27_737.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_27_737.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_27_737.jpg,0.2142857,1.0,0.0,30.18909
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_40_141.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_40_141.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_40_141.jpg,-0.1390978,1.0,0.0,30.18958
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_45_066.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_45_066.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_45_066.jpg,0.03383459,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_10_076.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_10_076.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_10_076.jpg,-0.0112782,1.0,0.0,30.18995
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_57_156.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_57_156.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_57_156.jpg,-0.03759398,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_35_417.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_35_417.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_35_417.jpg,-0.1165414,1.0,0.0,30.1897
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_41_770.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_41_770.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_41_770.jpg,-0.07518797,1.0,0.0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_11_964.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_11_964.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_11_964.jpg,-0.1466165,1.0,0.0,30.18971
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_31_337.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_31_337.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_31_337.jpg,-0.1015038,1.0,0.0,30.19043
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_27_529.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_27_529.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_27_529.jpg,-0.1353384,1.0,0.0,30.18999
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_28_132.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_28_132.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_28_132.jpg,-0.1052632,1.0,0.0,30.18929
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_05_040.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_05_040.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_05_040.jpg,0.03007519,1.0,0.0,30.18981
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_06_761.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_06_761.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_06_761.jpg,0.2105263,1.0,0.0,30.18682
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_12_207.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_12_207.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_12_207.jpg,0.0,1.0,0.0,30.49273
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_31_654.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_31_654.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_31_654.jpg,0.06766918,1.0,0.0,30.18986
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_52_562.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_52_562.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_52_562.jpg,0.09774436,1.0,0.0,30.19011
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_35_541.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_35_541.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_35_541.jpg,0.01503759,1.0,0.0,30.19016
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_10_704.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_10_704.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_10_704.jpg,0.04887218,1.0,0.0,30.19006
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_18_632.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_18_632.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_18_632.jpg,-0.1390978,1.0,0.0,30.1902
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_51_107.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_51_107.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_51_107.jpg,-0.08646616,1.0,0.0,30.18966
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_14_254.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_14_254.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_14_254.jpg,0.1879699,1.0,0.0,30.1878
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_40_953.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_40_953.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_40_953.jpg,0.04887218,1.0,0.0,30.18987
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_29_942.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_29_942.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_29_942.jpg,-0.1052632,1.0,0.0,30.18799
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_42_281.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_42_281.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_42_281.jpg,-0.1090226,1.0,0.0,30.18989
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_41_146.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_41_146.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_41_146.jpg,-0.03007519,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_32_595.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_32_595.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_32_595.jpg,-0.07894737,1.0,0.0,30.19017
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_51_472.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_51_472.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_51_472.jpg,0.06390978,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_49_684.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_49_684.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_49_684.jpg,-0.1503759,1.0,0.0,30.19183
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_21_785.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_21_785.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_21_785.jpg,0.03007519,1.0,0.0,30.19035
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_15_743.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_15_743.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_15_743.jpg,-0.1954887,1.0,0.0,30.18778
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_15_594.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_15_594.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_15_594.jpg,-0.1654135,1.0,0.0,30.18757
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_52_852.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_52_852.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_52_852.jpg,-0.1879699,1.0,0.0,30.19055
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_21_443.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_21_443.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_21_443.jpg,0.01879699,1.0,0.0,30.19023
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_29_598.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_29_598.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_29_598.jpg,-0.1052632,1.0,0.0,30.18985
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_17_146.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_17_146.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_17_146.jpg,-0.2631579,1.0,0.0,30.18678
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_17_475.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_17_475.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_17_475.jpg,0.07142857,1.0,0.0,30.19013
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_15_933.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_15_933.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_15_933.jpg,-0.1090226,1.0,0.0,30.18966
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_10_466.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_10_466.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_10_466.jpg,0.04135338,1.0,0.0,30.19037
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_52_681.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_52_681.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_52_681.jpg,-0.1766917,1.0,0.0,30.18758
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_51_623.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_51_623.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_51_623.jpg,-0.1428571,1.0,0.0,30.19017
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_16_585.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_16_585.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_16_585.jpg,-0.09022556,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_14_932.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_14_932.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_14_932.jpg,-0.1428571,1.0,0.0,30.19006
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_29_312.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_29_312.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_29_312.jpg,-0.01503759,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_55_134.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_55_134.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_55_134.jpg,0.1654135,1.0,0.0,30.18924
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_30_697.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_30_697.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_30_697.jpg,0.08270676,1.0,0.0,30.1905
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_23_857.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_23_857.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_23_857.jpg,0.05263158,1.0,0.0,30.19016
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_36_103.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_36_103.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_36_103.jpg,0.03383459,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_48_908.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_48_908.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_48_908.jpg,-0.1954887,1.0,0.0,30.18936
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_50_962.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_50_962.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_50_962.jpg,0.06766918,1.0,0.0,30.18998
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_05_553.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_05_553.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_05_553.jpg,-0.04887218,1.0,0.0,30.19094
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_04_691.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_04_691.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_04_691.jpg,0.1804511,1.0,0.0,30.19156
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_37_361.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_37_361.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_37_361.jpg,-0.1578947,1.0,0.0,30.18991
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_27_642.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_27_642.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_27_642.jpg,0.2593985,1.0,0.0,30.19061
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_44_126.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_44_126.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_44_126.jpg,0.03759398,1.0,0.0,30.19014
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_21_354.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_21_354.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_21_354.jpg,-0.07142857,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_26_464.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_26_464.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_26_464.jpg,0.1503759,1.0,0.0,30.189
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_55_802.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_55_802.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_55_802.jpg,-0.09022556,1.0,0.0,30.19122
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_05_830.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_05_830.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_05_830.jpg,0.09022556,1.0,0.0,30.19007
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_35_990.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_35_990.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_35_990.jpg,-0.03007519,1.0,0.0,30.19027
