center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_28_331.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_28_331.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_28_331.jpg,0.0,1.0,0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_04_665.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_04_665.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_04_665.jpg,-0.2,1.0,0,30.17976
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_49_789.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_49_789.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_49_789.jpg,-0.25,1.0,0,30.17515
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_28_309.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_28_309.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_28_309.jpg,0.0,1.0,0,30.19082
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_07_570.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_07_570.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_07_570.jpg,0.35,1.0,0,30.02169
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_21_233.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_21_233.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_21_233.jpg,-0.2,1.0,0,30.18503
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_54_179.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_54_179.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_54_179.jpg,0.2,1.0,0,30.18127
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_48_695.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_48_695.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_48_695.jpg,0.1,1.0,0,30.18773
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_37_646.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_37_646.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_37_646.jpg,0.15,1.0,0,30.18425
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_07_374.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_07_374.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_07_374.jpg,0.0,1.0,0,30.19046
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_23_100.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_23_100.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_23_100.jpg,0.1,1.0,0,30.18967
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_44_422.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_44_422.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_44_422.jpg,0.0,1.0,0,30.19018
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_21_718.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_21_718.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_21_718.jpg,0.0,1.0,0,30.18931
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_57_700.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_57_700.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_57_700.jpg,-0.2,1.0,0,30.18378
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_38_427.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_38_427.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_38_427.jpg,0.15,1.0,0,30.18551
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_10_372.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_10_372.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_10_372.jpg,0.0,1.0,0,30.19042
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_11_176.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_11_176.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_11_176.jpg,0.0,1.0,0,30.19064
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_34_765.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_34_765.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_34_765.jpg,-0.15,1.0,0,30.18426
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_27_746.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_27_746.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_27_746.jpg,-0.05,1.0,0,30.19008
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_57_817.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_57_817.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_57_817.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_36_354.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_36_354.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_36_354.jpg,-0.45,1.0,0,30.1573
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_43_114.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_43_114.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_43_114.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_58_237.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_58_237.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_58_237.jpg,0.05,1.0,0,30.19014
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_24_785.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_24_785.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_24_785.jpg,-0.05,1.0,0,30.19009
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_02_732.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_02_732.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_02_732.jpg,0.0,1.0,0,30.18999
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_56_274.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_56_274.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_56_274.jpg,0.1,1.0,0,30.18766
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_25_414.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_25_414.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_25_414.jpg,0.4,1.0,0,30.16414
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_13_075.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_13_075.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_13_075.jpg,0.0,1.0,0,30.19063
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_08_155.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_08_155.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_08_155.jpg,0.5500001,1.0,0,30.1393
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_26_339.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_26_339.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_26_339.jpg,0.0,1.0,0,30.1901
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_25_709.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_25_709.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_25_709.jpg,0.25,1.0,0,30.17489
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_05_57_423.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_05_57_423.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_05_57_423.jpg,0.4,1.0,0,24.17409
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_43_581.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_43_581.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_43_581.jpg,0.35,1.0,0,30.16654
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_42_466.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_42_466.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_42_466.jpg,-0.15,1.0,0,30.18567
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_05_56_900.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_05_56_900.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_05_56_900.jpg,0.15,1.0,0,19.12335
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_01_843.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_01_843.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_01_843.jpg,-0.15,1.0,0,30.18588
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_28_341.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_28_341.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_28_341.jpg,-0.25,1.0,0,30.17519
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_56_295.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_56_295.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_56_295.jpg,-0.1,1.0,0,23.66015
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_07_478.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_07_478.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_07_478.jpg,-0.2,1.0,0,30.17977
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_46_567.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_46_567.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_46_567.jpg,0.0,1.0,0,30.19064
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_06_497.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_06_497.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_06_497.jpg,0.0,1.0,0,30.18991
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_22_870.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_22_870.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_22_870.jpg,0.25,1.0,0,30.17679
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_39_821.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_39_821.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_39_821.jpg,0.2,1.0,0,30.18439
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_38_133.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_38_133.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_38_133.jpg,-0.05,1.0,0,30.19002
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_49_126.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_49_126.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_49_126.jpg,-0.15,1.0,0,30.18523
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_25_426.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_25_426.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_25_426.jpg,0.0,1.0,0,30.19015
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_40_698.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_40_698.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_40_698.jpg,-0.35,1.0,0,30.16311
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_51_957.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_51_957.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_51_957.jpg,0.0,1.0,0,30.19044
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_16_009.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_16_009.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_16_009.jpg,-0.2,1.0,0,30.1802
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_43_719.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_43_719.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_43_719.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_02_837.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_02_837.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_02_837.jpg,0.35,1.0,0,30.16896
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_55_968.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_55_968.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_55_968.jpg,-0.1,1.0,0,30.18818
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_00_134.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_00_134.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_00_134.jpg,-0.1,1.0,0,30.18597
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_54_685.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_54_685.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_54_685.jpg,-0.15,1.0,0,7.615044
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_34_484.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_34_484.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_34_484.jpg,0.25,1.0,0,30.17754
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_02_759.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_02_759.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_02_759.jpg,-0.05,1.0,0,30.18995
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_33_048.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_33_048.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_33_048.jpg,0.3,1.0,0,30.17088
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_13_481.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_13_481.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_13_481.jpg,0.0,1.0,0,30.18981
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_18_600.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_18_600.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_18_600.jpg,0.0,1.0,0,30.18673
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_24_833.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_24_833.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_24_833.jpg,0.15,1.0,0,30.18593
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_27_162.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_27_162.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_27_162.jpg,0.0,1.0,0,30.1894
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_34_832.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_34_832.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_34_832.jpg,0.0,1.0,0,30.19103
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_54_269.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_54_269.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_54_269.jpg,0.0,1.0,0,30.14827
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_00_290.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_00_290.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_00_290.jpg,-0.1,1.0,0,30.18858
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_36_157.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_36_157.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_36_157.jpg,0.15,1.0,0,30.18444
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_02_789.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_02_789.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_02_789.jpg,-0.15,1.0,0,30.18463
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_22_035.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_22_035.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_22_035.jpg,0.05,1.0,0,30.19021
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_09_376.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_09_376.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_09_376.jpg,0.0,1.0,0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_34_518.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_34_518.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_34_518.jpg,0.15,1.0,0,30.18456
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_53_665.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_53_665.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_53_665.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_58_830.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_58_830.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_58_830.jpg,-0.3,1.0,0,30.17288
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_27_321.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_27_321.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_27_321.jpg,0.15,1.0,0,30.18763
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_54_227.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_54_227.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_54_227.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_53_524.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_53_524.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_53_524.jpg,0.0,1.0,0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_18_944.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_18_944.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_18_944.jpg,0.0,1.0,0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_26_578.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_26_578.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_26_578.jpg,-0.15,1.0,0,30.18497
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_29_645.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_29_645.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_29_645.jpg,-0.15,1.0,0,30.18589
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_13_288.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_13_288.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_13_288.jpg,0.1,1.0,0,30.18808
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_58_540.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_58_540.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_58_540.jpg,-0.2,1.0,0,30.18417
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_33_670.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_33_670.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_33_670.jpg,0.15,1.0,0,30.18457
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_30_960.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_30_960.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_30_960.jpg,-0.05,1.0,0,30.18975
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_30_723.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_30_723.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_30_723.jpg,-0.2,1.0,0,30.18933
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_35_412.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_35_412.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_35_412.jpg,-0.3,1.0,0,30.17367
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_19_987.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_19_987.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_19_987.jpg,0.2,1.0,0,30.17984
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_16_896.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_16_896.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_16_896.jpg,0.0,1.0,0,30.18862
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_27_336.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_27_336.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_27_336.jpg,0.05,1.0,0,30.18989
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_02_187.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_02_187.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_02_187.jpg,-0.2,1.0,0,30.17964
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_45_857.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_45_857.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_45_857.jpg,-0.2,1.0,0,30.17949
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_59_986.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_59_986.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_59_986.jpg,0.0,1.0,0,30.1897
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_17_348.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_17_348.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_17_348.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_06_888.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_06_888.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_06_888.jpg,0.05,1.0,0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_28_175.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_28_175.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_28_175.jpg,-0.25,1.0,0,30.177
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_56_070.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_56_070.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_56_070.jpg,0.0,1.0,0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_29_909.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_29_909.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_29_909.jpg,0.0,1.0,0,30.18147
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_56_727.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_56_727.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_56_727.jpg,-0.05,1.0,0,27.60989
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_34_617.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_34_617.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_34_617.jpg,0.0,1.0,0,30.1904
